Gene_ID,Castle_Effect,Castle_Score,P_value
Otp,-4.3,3.34,0.0677
Plekhm1,-4.2,3.34,0.011
Sf3b2,-5,3.34,0.0211
Tcf3,-5.9,3.34,0.0211
Vars,-5.1,3.34,0.0211
ENSMUSG00000094339,-8.5,3.34,0.0116
ENSMUSG00000094816,-8.5,3.34,0.0116
ENSMUSG00000094909,-8.5,3.34,0.0116
ENSMUSG00000095441,-8.5,3.34,0.0116
ENSMUSG00000095733,-8.5,3.34,0.0116
ENSMUSG00000096234,-8.5,3.34,0.0116
ENSMUSG00000096548,-8.5,3.34,0.0116
AU022252,-3.4,3.33,0.0673
Defb19,5.4,3.33,0.0715
Eif2ak1,3.1,3.33,0.0209
Il21,-2.8,3.33,0.0715
Krt28,-4,3.33,0.0715
Mboat4,-3.6,3.33,0.0715
R3hdm4,-5.7,3.33,0.0213
Tspan3,-3.5,3.33,0.0673
Wnt16,3.3,3.33,0.0213
Acvr2a,2.9,3.32,0.0211
Gga1,-4.9,3.32,0.0146
Klk9,7,3.32,0.0146
Sbf1,3.7,3.32,0.0211
Frmd6,-4.9,3.31,0.0148
Lrfn4,-5.2,3.31,0.068
Gm26657,-6.9,3.3,0.0207
Nasp,5.9,3.3,0.0218
Zscan21,-5,3.3,0.0689
Gng13,-4.7,3.29,0.0721
Ndufaf4,-7.8,3.29,0.02
Syt12,-7.3,3.29,0.02
Dppa1,-2.9,3.28,0.0122
Gm16513,-8.4,3.28,0.0122
Gm3183,-8.4,3.28,0.0122
Olfr682-ps1,5.8,3.28,0.0212
Synj2bp,-7.8,3.28,0.0201
Trav7n-4,3.7,3.28,0.0212
Ascl3,-4.2,3.27,0.0699
B230364G03Rik,-6.7,3.27,0.0214
Col16a1,-3.6,3.27,0.0724
Gm10655,-10.1,3.27,0.0214
Lrrc51,-4,3.27,0.0122
Nkain2,-4.8,3.27,0.0724
Olfr446,-5.6,3.27,0.0724
Pphln1,-4.1,3.27,0.0113
Prpf31,-3.4,3.27,0.0154
Sec24a,-3.2,3.27,0.0154
Bbox1,3.9,3.26,0.0221
Gtf3c6,-8.4,3.26,0.0702
Hmgcll1,-5.8,3.26,0.0725
Kcnc2,-3.9,3.26,0.0725
Olfr447,-5.1,3.26,0.0725
Spred1,-2.3,3.26,0.0699
Tmtc1,-3,3.26,0.0206
Trbv13-2,-13,3.26,0.0216
Bnc2,-4.6,3.25,0.0706
Clvs2,-3.6,3.25,0.0727
Gm10142,-4.3,3.25,0.0727
Gm10322,-5,3.25,0.0218
Hp1bp3,-6.3,3.25,0.0706
Phyhip,-7,3.25,0.0114
AI413582,-3.8,3.24,0.0124
Hoxa1,4.6,3.24,0.0709
Nlrp2,-5.1,3.24,0.0231
Ppig,-5.9,3.24,0.0225
Stx11,3.8,3.24,0.0209
Ydjc,-5.4,3.24,0.0219
ENSMUSG00000025702,8.5,3.23,0.0161
Hax1,-4.1,3.23,0.0233
Hspb1,-6.9,3.23,0.0233
Igkv4-57,-12.9,3.23,0.0221
Kcnk6,4.4,3.23,0.0226
Krt72,5.6,3.23,0.0731
Olfr1053,-2.5,3.23,0.0731
Rngtt,-4.6,3.23,0.0233
Gm19668,-4.9,3.22,0.0734
Klhdc4,-10.3,3.22,0.0116
Maml3,6.3,3.22,0.0716
Ndufb4,-9.1,3.22,0.0228
1700010D01Rik,-10.7,3.21,0.0227
4933406M09Rik,-9.2,3.21,0.0126
Det1,-4.1,3.21,0.0237
Gm28041,-8,3.21,0.0227
Ints4,-10.3,3.21,0.0121
Piezo1,6.2,3.21,0.0214
Tmem71,-3.4,3.21,0.0736
Catsperb,-5.5,3.19,0.0739
Esf1,-4.4,3.19,0.0726
Gm10269,-8.6,3.19,0.0231
Irf5,-4.8,3.19,0.0726
Sstr2,-3.9,3.19,0.0124
Tmem60,1.3,3.19,0.0725
Gpr21,-2.5,3.18,0.074
Med12,-4.8,3.18,0.073
Nim1k,5.9,3.18,0.0233
Slc15a4,0.8,3.18,0.0729
Sprr2g,-10.2,3.18,0.0127
Tnrc18,2.9,3.18,0.073
Dsn1,-3.5,3.17,0.0247
Lce1j,-9.6,3.17,0.0235
Mkx,-4,3.17,0.0733
Sprr2d,-10.2,3.17,0.0149
Tex36,-2.7,3.17,0.0743
Trav4-4-dv10,-3.9,3.17,0.0235
Ttl,-9,3.17,0.0247
Ctnnb1,-12.8,3.16,0.0238
Gm3055,6.1,3.16,0.0737
Grxcr2,-4.6,3.16,0.0744
Helt,-3.5,3.16,0.0737
3110082I17Rik,-6.2,3.15,0.0251
Gm16181,-11.9,3.15,0.024
Golga1,-3.7,3.15,0.0177
S100b,5.1,3.15,0.0177
Elac1,-3.9,3.14,0.016
Jrkl,5,3.14,0.0744
Necab3,-7.2,3.14,0.0229
Podxl2,1,3.14,0.0745
Smtnl2,4.6,3.14,0.0746
2810407A14Rik,-9.8,3.13,0.0245
9330151L19Rik,-12.8,3.13,0.0245
B3gat3,-6.2,3.13,0.0256
Card14,-8.6,3.13,0.0256
Ighv5-6,4.3,3.13,0.0245
Cdpf1,4,3.12,0.0259
Fgl1,-2.8,3.12,0.0184
Gas2l2,-3.8,3.12,0.0259
Glrx3,-7.7,3.12,0.0232
Met,3.2,3.12,0.0247
Nbea,-4.8,3.12,0.0751
Tmem14c,-5.6,3.12,0.0232
Baz1a,-3.7,3.11,0.0186
Chst11,-5,3.11,0.0757
Itih2,-5.3,3.11,0.0756
Lrrtm2,-4.5,3.11,0.0756
Rhd,-3.3,3.11,0.0757
Srcap,-7.1,3.11,0.025
Tmem268,-8.3,3.11,0.0234
4932443I19Rik,-5,3.1,0.0252
C1qtnf4,-11,3.1,0.0185
Ccpg1os,-12.7,3.1,0.0252
Gm8257,-8.8,3.1,0.0252
Trhr,-3.8,3.1,0.0265
B230317F23Rik,-7,3.09,0.0255
Ccdc103,-4.7,3.09,0.0268
Ighv2-9,-7.4,3.09,0.0255
Raet1e,-3.5,3.09,0.0136
Rybp,-4.4,3.09,0.0762
Siglece,-4.4,3.09,0.0765
Abhd15,-3.8,3.08,0.0194
Ddx28,-6,3.08,0.0242
Maats1,-7.6,3.08,0.0242
Psmg2,-7.1,3.08,0.0271
Spata9,0.8,3.08,0.077
Spn,-7,3.08,0.0194
Trbv15,-6.9,3.08,0.0257
Crlf1,1.7,3.07,0.0774
Gm9833,-12.1,3.07,0.026
Gpd1l,-4.7,3.07,0.0193
Mbd4,-8.4,3.07,0.0275
Olfr684,5,3.07,0.0763
Rmdn3,6.8,3.07,0.0245
Trav4d-4,-3.8,3.07,0.026
Trav4n-4,-3.8,3.07,0.026
Zfp979,-4.1,3.07,0.0769
Arf1,-8.3,3.06,0.026
Fignl1,-13.9,3.06,0.0262
Gabre,5.7,3.06,0.0262
Gm3373,-4.5,3.06,0.0262
Gm5174,-9.1,3.06,0.0138
Bcas2,5.8,3.05,0.0281
Mmadhc,-7.6,3.05,0.025
Olfr506,-6.9,3.05,0.014
Sdcbp,-4,3.05,0.025
ENSMUSG00000052388,4.5,3.05,0.0266
Ankrd39,-4.7,3.04,0.0218
Fgf15,3.7,3.04,0.0767
Mindy3,-4.6,3.04,0.0218
Slc26a1,9.7,3.04,0.0218
Snx3,5.8,3.04,0.0265
Syn2,-10,3.04,0.0218
Zfp710,3,3.04,0.0781
Atg9b,-2.9,3.03,0.0203
Gpr139,4.3,3.03,0.0769
Nedd1,-4.4,3.03,0.0286
Pabpc4l,-4.8,3.03,0.0286
Plekhg2,-5.1,3.03,0.0286
Tspyl4,3.7,3.03,0.0785
Zcchc8,7.2,3.03,0.0785
2510009E07Rik,-5.3,3.02,0.0331
Barx1,4.4,3.02,0.0789
Gm17018,-4.4,3.02,0.0331
Gprc5a,5.7,3.02,0.0269
Krtap7-1,-9.1,3.02,0.0331
Nfe2l3,-5,3.02,0.0789
Rbm47,6.1,3.02,0.0789
Slc5a10,2.9,3.02,0.077
Ccdc18,-6,3.01,0.0408
Ccdc57,-5.7,3.01,0.0408
Gm3739,-7.6,3.01,0.0281
Gsdma2,5.5,3.01,0.0281
Inpp5k,-11.6,3.01,0.0272
Kcnn3,-6.5,3.01,0.0272
Plscr5,-2.5,3.01,0.0773
Slc4a4,-4.8,3.01,0.0773
Sox13,-5.9,3.01,0.0408
Tnnt1,-3.1,3.01,0.0295
Zfp775,5.7,3.01,0.0792
2700049A03Rik,-6.2,3,0.0299
A430089I19Rik,-7.8,3,0.0143
BC005624,-6.3,3,0.0507
Foxo6,6.2,3,0.0797
Gm10424,-7.8,3,0.0143
Gm3147,-7.8,3,0.0143
Gm5830,5.2,3,0.0284
Iws1,-6.6,3,0.0507
Ksr2,5.7,3,0.0274
Mageb3,-10.2,3,0.0507
Ythdf3,-6.5,3,0.0507
Fcnb,-6.3,2.99,0.0777
Fgfbp1,4,2.99,0.0801
Hba-a1,-8.2,2.99,0.0303
Hba-a2,-8.2,2.99,0.0303
Lrp2bp,-6.9,2.99,0.0562
Mblac1,-5.2,2.99,0.0216
Syce1l,-6.5,2.99,0.0562
1810030O07Rik,-5.2,2.98,0.0612
Clip1,6.2,2.98,0.0265
Eps8l3,-4.7,2.98,0.0778
Eya3,-3.8,2.98,0.0804
Lrit2,-2.6,2.98,0.0778
Neu1,-4.7,2.98,0.0279
Nlrp1b,4.2,2.98,0.0307
Nxn,-4.1,2.98,0.0612
Trav5-1,-7.4,2.98,0.0292
Trav6-5,-9.5,2.98,0.0292
Trav6n-5,-9.5,2.98,0.0292
Vps26a,-8.2,2.98,0.0265
Zic3,-2.5,2.98,0.0218
Cd180,-5,2.97,0.0311
Endog,4.2,2.97,0.0311
Meikin,-4.7,2.97,0.0652
Slc25a39,-6,2.97,0.0267
Sp100,-7.3,2.97,0.0652
Chsy1,-10.2,2.96,0.0677
Dhx30,7.7,2.96,0.027
Lsm11,-7.2,2.96,0.0812
Prdm2,-4.6,2.96,0.0812
Rab40c,-2.9,2.96,0.0223
Slc25a34,3.5,2.96,0.027
Sowahb,5.2,2.96,0.0812
Ssfa2,-6.4,2.96,0.0677
Zfp704,7.1,2.96,0.0812
Cib3,3.1,2.95,0.0286
Pla2g6,-4.6,2.95,0.0319
Ppip5k1,-7.5,2.95,0.0697
Tmem25,-4.5,2.95,0.0827
Abcd4,-5.8,2.94,0.0323
Coprs,-10.2,2.94,0.0721
Gm21977,-5.1,2.94,0.0149
Gm6164,-7.5,2.94,0.0149
Gm7929,-5.1,2.94,0.0149
Gm8068,-5.1,2.94,0.0149
Gm8082,-5.1,2.94,0.0149
Gm8653,-7.5,2.94,0.0149
Ighv1-66,-10.2,2.94,0.0309
Ikzf1,-4.2,2.94,0.0323
Mylk,4.8,2.94,0.0289
Ndufa4l2,2.6,2.94,0.0289
Sf3b5,-6.9,2.94,0.082
Tmem119,-5.2,2.94,0.0786
Vmn1r117,-7.5,2.94,0.0149
Chst10,-3.6,2.93,0.0737
Cobl,-7.7,2.93,0.0737
Gopc,-4.2,2.93,0.0327
Hcst,-5.8,2.93,0.0327
Prm3,6.6,2.93,0.0824
ENSMUSG00000053988,-6.4,2.93,0.0313
Ccl21b,-4.4,2.92,0.0333
Chtop,-3.7,2.92,0.015
Cldn20,-3.1,2.92,0.079
Gcnt1,-5.1,2.92,0.0333
Gm10591,-4.4,2.92,0.0333
Gm13304,-4.4,2.92,0.0333
Gm21541,-4.4,2.92,0.0333
Ifi202b,-3.8,2.92,0.0829
Ighv1-9,-5.6,2.92,0.0316
Kcnq5,-2.4,2.92,0.0841
Olfr539,-5.3,2.92,0.015
Pdcd5,-5.9,2.92,0.0333
Trav6-2,-7.6,2.92,0.0316
Trav9-1,-3.1,2.92,0.0316
Trav9d-1,-3.1,2.92,0.0316
ENSMUSG00000050431,-6,2.92,0.079
Llph,-4.8,2.91,0.0846
Olfr1342,-3.7,2.91,0.015
Tsn,-8.2,2.91,0.0337
Eml3,-9.6,2.9,0.0806
F730035P03Rik,5.5,2.9,0.0321
Lgals3,-4.4,2.9,0.0342
Serpina3g,-4.5,2.9,0.0806
Ssxb3,-7.2,2.9,0.0151
Tnxb,-7.6,2.9,0.0286
Azi2,-7.6,2.89,0.0289
Cyp11a1,-4.7,2.89,0.0347
Gdf10,-5.4,2.89,0.0794
Map1lc3b,2.3,2.89,0.024
Olfr1214,-5.2,2.89,0.0151
Dact3,-3.6,2.88,0.0849
Gm973,-6,2.88,0.0849
Kcnt2,5,2.88,0.0796
Lrrc15,-2.8,2.88,0.0796
Pin4,5,2.88,0.0242
Rtf1,-4.8,2.88,0.0846
Syt9,-3,2.88,0.0242
Tctn3,0.9,2.88,0.0861
Tgfb1i1,-3.9,2.88,0.0352
Tial1,-6.8,2.88,0.0352
Defa24,-5.3,2.87,0.0152
Dqx1,-7.2,2.87,0.0295
Olfr266,-3.3,2.87,0.0152
Prokr2,-5.8,2.87,0.0799
Tcof1,-7.2,2.87,0.0357
Vmn1r107,-5.3,2.87,0.0152
Vmn1r155,-5.3,2.87,0.0152
Wdr89,-4,2.87,0.0357
4930556J24Rik,-7.3,2.86,0.0329
Cd276,1.2,2.86,0.0871
Gpr25,4.4,2.86,0.08
Olfr1426,-3.3,2.86,0.0153
Trav6-1,3.5,2.86,0.0329
Afg1l,6.8,2.85,0.0301
Amph,-6.8,2.85,0.0301
Cnmd,4.7,2.85,0.0802
Dennd4b,-7,2.85,0.0918
Fam114a1,-7,2.85,0.0918
Gpatch2,-4.5,2.85,0.0918
Sox1,-9.4,2.85,0.0918
Erich6b,-8.1,2.84,0.0944
Gm12394,-9.6,2.84,0.0333
Klf9,-2.7,2.84,0.0864
Med26,-4.3,2.84,0.0864
Syndig1l,-6.1,2.84,0.0803
Ttc34,5.7,2.84,0.0803
Defb15,-6,2.83,0.0335
E2f3,-5.6,2.83,0.0379
Gm10320,-2.8,2.83,0.0335
Gm8237,5.5,2.83,0.0335
Prrx2,-3.1,2.83,0.0253
Runx3,-2,2.83,0.0379
Tmod4,-7.1,2.83,0.0307
Whamm,-8.6,2.83,0.0973
1700019N19Rik,-3.2,2.82,0.0807
Crybg2,-9.1,2.82,0.101
Izumo1r,-3.7,2.82,0.0338
Pcf11,-6.9,2.82,0.101
Ptx4,-4.3,2.82,0.101
Steap4,-2.7,2.82,0.0807
Tnfrsf10b,-3.4,2.82,0.0385
Aldh1a3,-7.4,2.81,0.0391
Ankmy1,-5.6,2.81,0.107
B020004J07Rik,3.5,2.81,0.0157
Dach1,-4.8,2.81,0.0877
Dus4l,-6.7,2.81,0.107
Fads6,0.9,2.81,0.0897
Fgg,2.8,2.81,0.0324
Kptn,-8.9,2.81,0.0315
Lrtm2,-3.4,2.81,0.0897
Plcb4,5.1,2.81,0.0391
Sertm1,2.2,2.81,0.0808
Smtn,1.1,2.81,0.0897
Sptlc2,-8.9,2.81,0.107
Sucla2,-4.5,2.81,0.107
Vcl,3.4,2.81,0.0391
Actl7a,-6.1,2.8,0.0318
Fbxl14,-3.4,2.8,0.026
Kat14,5.6,2.8,0.0397
Rps23,-8.7,2.8,0.0318
Surf1,-5.5,2.8,0.109
2410089E03Rik,-2.8,2.79,0.0908
Dcp1a,-4.5,2.79,0.0887
Dcp1b,-5.3,2.79,0.113
Heatr5a,1.8,2.79,0.0908
Jph3,-8.5,2.79,0.0404
Mbd1,3.5,2.79,0.0887
Nfam1,-3.4,2.79,0.0263
Olfr20,-3.4,2.79,0.0811
Papd7,-5.6,2.79,0.0404
Ppp3r1,-2.2,2.79,0.033
Spty2d1,-5.1,2.79,0.113
Capg,-3.7,2.78,0.117
Dynap,3.8,2.78,0.0162
Gm15155,5.5,2.78,0.0348
Lcn11,-5.6,2.78,0.0162
Lime1,-3.7,2.78,0.117
Pogz,-3.3,2.78,0.0892
Tm4sf4,-5.6,2.78,0.0812
Ugp2,-11.1,2.78,0.0333
4930430F08Rik,-4.3,2.77,0.12
Eva1c,-2.3,2.77,0.0815
Frrs1l,-2.6,2.77,0.0815
Gnb3,8.6,2.77,0.0332
Gzmm,-2.1,2.77,0.0268
Plekhg3,-8.3,2.77,0.0332
Poteg,2.9,2.77,0.0164
Sp5,-2.3,2.77,0.0897
Zfp772,-3.6,2.77,0.0897
Adgrg1,1.5,2.76,0.0924
Bcl7b,3,2.76,0.0424
Esr1,-6.4,2.76,0.0424
Gm10668,-6.3,2.76,0.0165
Gm4567,-6.3,2.76,0.0165
Gm6592,-5.7,2.76,0.0165
Pomp,4.6,2.76,0.0424
Sfswap,-4.8,2.76,0.0901
Tmed5,-7.3,2.76,0.0336
ENSMUSG00000033993,-6.3,2.76,0.0353
Arpc5,4.8,2.75,0.0341
Fam131b,4.6,2.75,0.0818
Gabra6,3.6,2.75,0.0341
Ghdc,-7,2.75,0.034
Gm20865,-8.4,2.75,0.0166
Gm3127,-6.2,2.75,0.0166
Gm3685,-6.2,2.75,0.0166
Gnb5,4,2.75,0.0431
Metap2,-5.6,2.75,0.0341
Nlrp6,0.9,2.75,0.093
Scgb1b19,-6.2,2.75,0.0166
Senp5,-4.1,2.75,0.0431
Taf5,5.5,2.75,0.0431
Atp8a1,-6.1,2.74,0.0344
Igkv6-20,4.1,2.74,0.0359
Rfxank,-9.2,2.74,0.0911
Tcrg-V7,5.5,2.74,0.0438
1700119I11Rik,-3.2,2.73,0.0362
Nrarp,-3.5,2.73,0.0916
Olfr1446,4.3,2.73,0.0169
Rrbp1,4.6,2.73,0.0169
Ss18,-9.3,2.73,0.0445
Xlr3b,-4.6,2.73,0.0169
Aqr,-2.9,2.72,0.0453
Olfr699,4.8,2.72,0.0171
ENSMUSG00000028269,-2.3,2.72,0.0823
ENSMUSG00000093411,-8.1,2.72,0.0171
Fam69b,-2.1,2.71,0.0953
Klf11,2.6,2.71,0.0926
Pcsk6,4,2.71,0.046
Pnma1,-4,2.71,0.0926
Dhx29,-5,2.7,0.0363
Irf8,3.3,2.7,0.0285
Kti12,-2.5,2.7,0.0285
Olfr1173,-3.1,2.7,0.0176
Tcf7l2,-3.6,2.7,0.0468
Tdp2,-3.8,2.7,0.0468
Tmprss13,-4.4,2.7,0.0285
Vmn1r235,-4,2.7,0.0176
Cma1,3,2.69,0.0359
Cope,-5.4,2.69,0.0287
Duoxa1,1.9,2.69,0.0966
Ighv3-3,-7.6,2.69,0.0376
Mettl7b,-4.2,2.69,0.0476
Pard3b,-5.9,2.69,0.0476
1700066M21Rik,-10.4,2.68,0.13
4930579G24Rik,-3.6,2.68,0.13
Ighv1-26,-11.8,2.68,0.038
Impdh1,5.3,2.68,0.0484
Olfr520,-4.5,2.68,0.0972
Orc4,-6.5,2.68,0.0941
Prb1,3.5,2.68,0.038
Stxbp5,-4.3,2.68,0.029
Ugt2b36,-5.4,2.68,0.0373
Esp38,-4.6,2.67,0.0384
Olfr70,-8.3,2.67,0.0182
Samd7,3.4,2.67,0.0832
Slfn3,-8.4,2.67,0.13
Smarcd2,-4.3,2.67,0.0946
Stmn2,-2.6,2.67,0.0292
Tfap2e,-4.1,2.67,0.0946
Zik1,-7.3,2.67,0.0946
Clec4b2,-8.3,2.66,0.0184
Ephx2,3,2.66,0.0369
Exosc9,-7.6,2.66,0.0951
Fstl3,3.5,2.66,0.05
Kntc1,-4.7,2.66,0.05
Setd7,-2.6,2.66,0.05
Zfp936,-4.3,2.66,0.0387
Zpld1,-2.4,2.66,0.0984
Adam1b,-3.2,2.65,0.0187
Aim2,-7.8,2.65,0.0387
Brsk1,-6.2,2.65,0.0372
Chchd5,-3.8,2.65,0.0387
Gm19402,3.4,2.65,0.0836
Gm20826,4.7,2.65,0.0187
Gm21244,4.7,2.65,0.0187
Ifi27l2a,-4.6,2.65,0.0187
Il1rap,1.6,2.65,0.0991
Neb,7.2,2.65,0.0387
Olfr55,-2.4,2.65,0.0836
Tmem144,-4.3,2.65,0.0991
Trav12-3,2.8,2.65,0.039
ENSMUSG00000078306,-11.7,2.65,0.039
B9d2,-4.1,2.64,0.133
Dcdc2b,-8.2,2.64,0.133
Fam184a,-2.3,2.64,0.0518
Flywch1,-4.6,2.64,0.133
Olfr138,4.6,2.64,0.0188
Rfx3,4.6,2.64,0.0962
Slc7a7,-4.6,2.64,0.133
Ubqlnl,-3.3,2.64,0.03
Zfp790,6.5,2.64,0.0962
Cnot10,4.8,2.63,0.0303
Itgae,-2.2,2.63,0.1
Krcc1,-8.5,2.63,0.133
Lin7c,-3.1,2.63,0.0527
Olfr1101,-3.2,2.63,0.0191
Olfr619,-3.7,2.63,0.0191
Tmem114,5.1,2.63,0.0842
2410004P03Rik,-2.6,2.62,0.0843
Cntln,-4.9,2.62,0.0403
Dgka,5.5,2.62,0.0405
Ecm1,-3.5,2.62,0.134
Lekr1,-4.8,2.62,0.134
Olfr365,4.7,2.62,0.0843
Pabpc1l,-3.5,2.62,0.0972
Rbfox3,-3.7,2.62,0.0196
Smim11,-3.7,2.62,0.0196
Tbx3,-4.1,2.62,0.0537
Adgrl3,-6.7,2.61,0.0546
Brk1,-6.4,2.61,0.0408
Cnnm3,1.6,2.61,0.102
Kdm4a,2.6,2.61,0.0978
Mfap4,-4.5,2.61,0.0845
Neu2,-2.7,2.61,0.0546
Npnt,-5.5,2.61,0.0546
Pi4kb,-6.4,2.61,0.0386
Tbl2,5.4,2.61,0.135
Tctn1,-5,2.61,0.135
Tes,-5.2,2.61,0.0546
Znrf2,-3.2,2.61,0.031
Cyp2c54,-4.8,2.6,0.0223
Fubp3,5.5,2.6,0.0983
Gm436,-3.5,2.6,0.0223
Itgb1,-2.7,2.6,0.0556
Prrg4,3.5,2.6,0.0848
Tmem130,5.1,2.6,0.0848
Trp53,3,2.6,0.0556
Zbed3,-4.5,2.6,0.0983
Zdhhc2,-2.6,2.6,0.0312
Aifm1,-5.6,2.59,0.0988
C030034I22Rik,-3.1,2.59,0.0416
Clca4c-ps,5.6,2.59,0.0416
Fndc8,4.3,2.59,0.0849
Igkv9-123,-9.9,2.59,0.0416
Ltb4r2,-2.2,2.59,0.103
Poli,-2.6,2.59,0.0988
Rbfox2,2.3,2.59,0.0988
Slc35e1,-2.8,2.59,0.0418
Zfp943,4.3,2.59,0.0232
2900092C05Rik,4.4,2.58,0.0851
Eps8l1,3.6,2.58,0.0397
Gm906,-4.1,2.58,0.0239
Itgb4,-6,2.58,0.0424
Pttg1ip,-1.3,2.58,0.103
Rpp30,-6.9,2.58,0.0994
Rrad,3.5,2.58,0.0577
Serpinb9g,-8.2,2.58,0.0239
Slc35d2,-3.1,2.58,0.103
Svs2,-3.8,2.58,0.0239
Tmprss9,-2.8,2.58,0.0316
Batf,3.6,2.57,0.1
Bhlhe22,3.9,2.57,0.1
Fam222b,-3.8,2.57,0.136
Megf6,-2.1,2.57,0.0853
Pla2g10,3.6,2.57,0.1
Rrp36,4.6,2.57,0.1
Trmt10b,-5,2.57,0.1
ENSMUSG00000073388,3.1,2.57,0.0425
ENSMUSG00000073455,-4.9,2.57,0.0247
ENSMUSG00000096487,-8.8,2.57,0.0247
AI467606,-2.9,2.56,0.0855
Ccl21a,-4.4,2.56,0.0599
Ifitm2,-3.3,2.56,0.105
Olfr1377,-4,2.56,0.0256
Ripply2,-6,2.56,0.0599
Sec1,-8.1,2.56,0.0256
Sigmar1,-7.9,2.56,0.0405
Aldh1l1,3,2.55,0.0408
B4galt1,-7.9,2.55,0.0408
Ces2b,-3.7,2.55,0.0263
Glb1l3,-5.3,2.55,0.0857
Gm10192,-11.1,2.55,0.0433
Olfr78,4.4,2.55,0.0857
Sar1a,-2.8,2.55,0.0324
Zbtb8b,2.7,2.55,0.101
Ppp6r2,-4.8,2.54,0.062
Setdb2,-3.9,2.54,0.102
Spred3,3.2,2.54,0.0859
Topors,4.3,2.54,0.062
Akap2,-4.1,2.53,0.0632
Angpt1,-6.5,2.53,0.0632
Cxcl1,-4.8,2.53,0.0632
Glycam1,-4.9,2.53,0.0276
Insl3,-6.8,2.53,0.0632
Lhfp,-7.7,2.53,0.0632
Lpo,-2.8,2.53,0.0632
Pglyrp4,-6,2.53,0.137
Psmc2,-6,2.53,0.0632
Smarcd3,-4.4,2.53,0.102
Tas2r123,-3.4,2.53,0.0276
Zc3h12a,-2.8,2.53,0.137
Cd40,-2.3,2.52,0.0643
Fbrsl1,-6.2,2.52,0.138
Gm5591,-5,2.52,0.0283
Katna1,-3,2.52,0.0643
Kdm3b,2.3,2.52,0.103
Naa60,-4.9,2.52,0.138
Olfr876,-8,2.52,0.0283
Pecam1,-6.2,2.52,0.138
Plekhb1,-10.2,2.52,0.138
Trim43b,-4.1,2.52,0.0283
Bcl9,-4.4,2.51,0.0653
Irak2,-8.6,2.51,0.0423
Pdlim7,-7,2.51,0.0463
Set,2.6,2.51,0.0653
Znhit3,-4.5,2.51,0.103
Efcab11,-6.3,2.5,0.138
Mcrip1,-4,2.5,0.138
Megf8,1.5,2.5,0.109
Rad54b,5.1,2.5,0.0664
Trp53bp1,-4.6,2.5,0.0664
Tslp,-6.4,2.5,0.138
ENSMUSG00000095219,-12.6,2.5,0.0452
4933436I01Rik,-3.3,2.49,0.0305
Ano3,-5.1,2.49,0.0674
Cox7b,-8.2,2.49,0.0431
Fhl4,5.2,2.49,0.0455
Gm26571,-9.5,2.49,0.0455
Nsmf,-3.7,2.49,0.138
Ranbp3l,-7.6,2.49,0.0475
Thyn1,-4.2,2.49,0.138
Ulk1,5.2,2.49,0.0674
Adam29,-4.4,2.48,0.0341
Carmil2,-9,2.48,0.0685
Folh1,-4.5,2.48,0.0314
Hgd,4.9,2.48,0.0341
Igkv3-7,-7.3,2.48,0.0459
Ildr2,0.6,2.48,0.11
Srr,3.4,2.48,0.0435
Trip11,-3.7,2.48,0.0685
Ankrd17,3.2,2.47,0.106
C1ql2,4.9,2.47,0.0876
Ccdc85a,-6.2,2.47,0.0876
Ces1b,-7.9,2.47,0.0327
Gm10874,4.3,2.47,0.0463
Gpalpp1,-10.1,2.47,0.139
Mier1,6.3,2.47,0.106
Mrpl27,-7.5,2.47,0.0487
Numbl,-6.9,2.47,0.139
Olfr194,-4.1,2.47,0.0327
Olfr292,-3,2.47,0.0327
Prkca,3.1,2.47,0.0439
Scn9a,4.9,2.47,0.0344
Tox,-5.7,2.47,0.106
Ufsp1,-6.8,2.47,0.139
Vmn1r46,4.3,2.47,0.0327
Ythdf2,4.1,2.47,0.139
ENSMUSG00000078936,-6.8,2.47,0.139
2810006K23Rik,6.6,2.46,0.0493
Ccdc90b,-3.9,2.46,0.0493
Ipcef1,3.3,2.46,0.0878
Iqcf4,-5.3,2.46,0.0338
Itgam,1.5,2.46,0.112
Oas1c,-3,2.46,0.0338
Phc2,3.2,2.46,0.0709
Rassf4,5.1,2.46,0.0709
Rtl9,-7.7,2.46,0.0709
Sycp2,-3.3,2.46,0.0709
Upk3a,-4.4,2.46,0.0709
6030408B16Rik,-10.5,2.45,0.0476
Amot,-2.3,2.45,0.088
Apopt1,-4,2.45,0.0499
Ccdc112,-7,2.45,0.139
Cep78,-3.4,2.45,0.0721
Cnep1r1,1.1,2.45,0.113
Eif2s3x,2.9,2.45,0.107
Ephx4,-4.1,2.45,0.0348
Folr1,4.7,2.45,0.0348
Gpi1,5.2,2.45,0.0721
Iglon5,2.9,2.45,0.088
Mga,-3,2.45,0.113
Nudt18,-3.6,2.45,0.139
P2rx3,-13.1,2.45,0.0476
Recql4,4.5,2.45,0.0721
Rhog,-5.5,2.45,0.0721
Samd1,-4.9,2.45,0.139
Sgsm2,-4.9,2.45,0.139
Wnt5b,-5,2.45,0.0721
Yjefn3,-12.9,2.45,0.0476
Zfp397,-4,2.45,0.107
ENSMUSG00000076464,3.6,2.45,0.0476
Aff4,3.9,2.44,0.0733
Aig1,1.4,2.44,0.113
Cyb561d2,-4.7,2.44,0.113
Cylc2,-3.4,2.44,0.0351
Got2,-6.4,2.44,0.0451
Kdm6b,-4.2,2.44,0.0733
