Gene,Symbol,casTLE_Effect,casTLE_Score,pvalue,Logpvalue
ENSMUSG00000048076,Arf1,-1,0.278,0.416,0.380906669
ENSMUSG00000021877,Arf4,-0.4,0.0405,0.625,0.204119983
ENSMUSG00000019987,Arg1,1.7,0.242,0.288,0.540607512
ENSMUSG00000021125,Arg2,0,0,0.594,0.226213555
ENSMUSG00000040459,Arglu1,0,0,0.594,0.226213555
ENSMUSG00000041219,Arhgap11a,0,0,0.594,0.226213555
ENSMUSG00000053199,Arhgap20,0.2,0.0215,0.524,0.280668713
ENSMUSG00000063506,Arhgap22,-2.2,3.01,0.0979,1.009217308
ENSMUSG00000030047,Arhgap25,0,0,0.594,0.226213555
ENSMUSG00000039831,Arhgap29,0,0,0.594,0.226213555
ENSMUSG00000040964,Arhgef10l,0.1,0.0403,0.638,0.195179321
ENSMUSG00000059495,Arhgef12,0.1,0.00427,0.575,0.240332155
ENSMUSG00000028059,Arhgef2,-0.2,0.0935,0.587,0.231361899
ENSMUSG00000019467,Arhgef25,-0.5,0.239,0.29,0.537602002
ENSMUSG00000004562,Arhgef40,1.6,0.42,0.226,0.645891561
ENSMUSG00000031133,Arhgef6,0.8,0.339,0.251,0.600326279
ENSMUSG00000031511,Arhgef7,-0.4,0.219,0.3,0.522878745
ENSMUSG00000007880,Arid1a,-0.4,0.202,0.31,0.508638306
ENSMUSG00000069729,Arid1b,4,5.75,0.0262,1.581698709
ENSMUSG00000033237,Arid2,-1.6,0.869,0.382,0.417936637
ENSMUSG00000019564,Arid3a,0.6,0.319,0.495,0.305394801
ENSMUSG00000004661,Arid3b,-5.4,0.609,0.433,0.363512104
ENSMUSG00000066224,Arid3c,0,0,0.72,0.142667504
ENSMUSG00000037447,Arid5a,0.1,0.0176,0.677,0.169411331
ENSMUSG00000019947,Arid5b,1.9,2.37,0.125,0.903089987
ENSMUSG00000025234,Arih1,0,0,0.594,0.226213555
ENSMUSG00000064145,Arih2,-0.6,0.456,0.217,0.663540266
ENSMUSG00000031776,Arl2bp,0,0,0.594,0.226213555
ENSMUSG00000025035,Arl3,0,0,0.766,0.11577123
ENSMUSG00000036093,Arl5a,0,0,0.594,0.226213555
ENSMUSG00000017418,Arl5b,0.3,0.0707,0.576,0.239577517
ENSMUSG00000029404,Arl6ip4,0.2,0.0511,0.624,0.20481541
ENSMUSG00000063820,Arl9,1.1,0.928,0.145,0.838631998
ENSMUSG00000002343,Armc6,2.1,0.596,0.188,0.725842151
ENSMUSG00000015522,Arnt,0.9,0.397,0.233,0.632644079
ENSMUSG00000015709,Arnt2,0,0,0.594,0.226213555
ENSMUSG00000055116,Arntl,0,0,0.72,0.142667504
ENSMUSG00000040187,Arntl2,-0.3,0.121,0.569,0.244887734
ENSMUSG00000029621,Arpc1a,5.1,5.16,0.0303,1.518557371
ENSMUSG00000029622,Arpc1b,1.5,0.358,0.383,0.416801226
ENSMUSG00000029465,Arpc3,-7.6,0.948,0.265,0.576754126
ENSMUSG00000008475,Arpc5,0.7,0.0944,0.546,0.262807357
ENSMUSG00000042659,Arrdc4,1,1.13,0.124,0.906578315
ENSMUSG00000022620,Arsa,0,0,0.766,0.11577123
ENSMUSG00000046561,Arsj,0,0,0.594,0.226213555
ENSMUSG00000030996,Art1,-0.8,0.213,0.453,0.343901798
ENSMUSG00000035277,Arx,-0.9,2.57,0.114,0.943095149
ENSMUSG00000022377,Asap1,-1.7,1.08,0.343,0.46470588
ENSMUSG00000036995,Asap3,-0.1,0.0214,0.668,0.175223538
ENSMUSG00000044475,Ascc1,-0.1,0.0421,0.636,0.196542884
ENSMUSG00000038774,Ascc3,0.1,0.00741,0.565,0.247951552
ENSMUSG00000020052,Ascl1,0,0,0.72,0.142667504
ENSMUSG00000009248,Ascl2,0.2,0.0409,0.637,0.195860568
ENSMUSG00000035951,Ascl3,-4.7,2,0.157,0.804100348
ENSMUSG00000085111,Ascl4,0,0,0.72,0.142667504
ENSMUSG00000097918,Ascl5,0,0,0.72,0.142667504
ENSMUSG00000019857,Asf1a,0,0,0.594,0.226213555
ENSMUSG00000005470,Asf1b,-1.3,2.13,0.144,0.841637508
ENSMUSG00000040963,Asgr2,0,0,0.766,0.11577123
ENSMUSG00000028053,Ash1l,0,0,0.72,0.142667504
ENSMUSG00000031575,Ash2l,-0.2,0.0432,0.482,0.316952962
ENSMUSG00000025533,Asl,2.6,4.27,0.0376,1.424812155
ENSMUSG00000029752,Asns,-0.3,0.0738,0.442,0.354577731
ENSMUSG00000020774,Aspa,-7.7,0.789,0.285,0.54515514
ENSMUSG00000028207,Asph,-0.1,0.0127,0.544,0.2644011
ENSMUSG00000033952,Aspm,-0.4,0.109,0.403,0.394694954
ENSMUSG00000025142,Aspscr1,0,0,0.594,0.226213555
ENSMUSG00000024654,Asrgl1,1.3,0.198,0.463,0.334419009
ENSMUSG00000026587,Astn1,-0.4,0.177,0.328,0.484126156
ENSMUSG00000042548,Asxl1,0,0,0.72,0.142667504
ENSMUSG00000023027,Atf1,2.3,2.84,0.0593,1.226945307
ENSMUSG00000027104,Atf2,-0.3,0.0824,0.428,0.368556231
ENSMUSG00000026628,Atf3,0,0,0.594,0.226213555
ENSMUSG00000038539,Atf5,0,0,0.594,0.226213555
ENSMUSG00000030213,Atf7ip,0,0,0.72,0.142667504
ENSMUSG00000039200,Atf7ip2,0.1,0.0175,0.678,0.168770306
ENSMUSG00000021619,Atg10,-0.5,0.239,0.29,0.537602002
ENSMUSG00000037526,Atg14,-0.2,0.0411,0.485,0.314258261
ENSMUSG00000022663,Atg3,-0.4,0.183,0.323,0.490797478
ENSMUSG00000079418,Atg4a,-0.1,0.00907,0.559,0.252588192
ENSMUSG00000038160,Atg5,0,0,0.594,0.226213555
ENSMUSG00000030314,Atg7,-0.6,0.206,0.307,0.512861625
ENSMUSG00000021066,Atl1,0,0,0.72,0.142667504
ENSMUSG00000034218,Atm,-8.2,0.116,0.526,0.279014256
ENSMUSG00000047388,Atmin,-6,4.77,0.0384,1.415668776
ENSMUSG00000004263,Atn1,-5.8,2.12,0.145,0.838631998
ENSMUSG00000073043,Atoh1,-0.3,0.175,0.542,0.266000713
ENSMUSG00000036816,Atoh7,0,0,0.594,0.226213555
ENSMUSG00000037621,Atoh8,1.6,1.05,0.349,0.457174573
ENSMUSG00000018585,Atox1,-8.5,0.192,0.466,0.331614083
ENSMUSG00000031441,Atp11a,0,0,0.594,0.226213555
ENSMUSG00000031862,Atp13a1,0,0,0.594,0.226213555
ENSMUSG00000033161,Atp1a1,-0.8,0.146,0.499,0.301899454
ENSMUSG00000030730,Atp2a1,-3.1,2.44,0.07,1.15490196
ENSMUSG00000032570,Atp2c1,-5.4,0.236,0.439,0.35753548
ENSMUSG00000005553,Atp4a,0.1,4.44E-05,0.766,0.11577123
ENSMUSG00000025428,Atp5a1,-8.4,1.01,0.253,0.596879479
ENSMUSG00000025393,Atp5b,0,0,0.766,0.11577123
ENSMUSG00000025781,Atp5c1,-0.5,0.148,0.498,0.302770657
ENSMUSG00000038690,Atp5j2,0,0,0.594,0.226213555
ENSMUSG00000022956,Atp5o,-7.2,0.347,0.387,0.412289035
ENSMUSG00000019302,Atp6v0a1,1.5,0.209,0.305,0.515700161
ENSMUSG00000038023,Atp6v0a2,0,0,0.594,0.226213555
ENSMUSG00000038600,Atp6v0a4,0,0,0.594,0.226213555
ENSMUSG00000039105,Atp6v1g1,0,0,0.594,0.226213555
ENSMUSG00000024403,Atp6v1g2,0,0,0.594,0.226213555
ENSMUSG00000026394,Atp6v1g3,-0.4,0.206,0.307,0.512861625
ENSMUSG00000037685,Atp8a1,-6.3,2.64,0.0584,1.233587153
ENSMUSG00000021983,Atp8a2,0,0,0.594,0.226213555
ENSMUSG00000013622,Atraid,0.8,0.243,0.288,0.540607512
ENSMUSG00000054843,Atrnl1,0,0,0.594,0.226213555
ENSMUSG00000031229,Atrx,2.4,1.35,0.105,0.978810701
ENSMUSG00000016541,Atxn10,0,0,0.594,0.226213555
ENSMUSG00000021189,Atxn3,0,0,0.594,0.226213555
ENSMUSG00000065990,Aurkaip1,0.1,0.00139,0.749,0.125518182
ENSMUSG00000003604,Aven,0,0,0.594,0.226213555
ENSMUSG00000018821,Avpi1,-0.2,0.0738,0.442,0.354577731
ENSMUSG00000020123,Avpr1a,0.4,0.0367,0.632,0.199282922
ENSMUSG00000026432,Avpr1b,0,0,0.72,0.142667504
ENSMUSG00000031390,Avpr2,-4.1,1.78,0.139,0.8569852
ENSMUSG00000041935,AW549877,-0.3,0.219,0.525,0.279840697
ENSMUSG00000000142,Axin2,0,0,0.594,0.226213555
ENSMUSG00000002602,Axl,-0.3,0.185,0.538,0.269217724
ENSMUSG00000037053,Azgp1,1.3,0.0829,0.562,0.250263684
ENSMUSG00000043300,B3galnt1,0,0,0.72,0.142667504
ENSMUSG00000034780,B3galt1,0,0,0.72,0.142667504
ENSMUSG00000033849,B3galt2,0,0,0.72,0.142667504
ENSMUSG00000067370,B3galt4,0,0,0.594,0.226213555
ENSMUSG00000045994,B3gat1,0,0,0.594,0.226213555
ENSMUSG00000071649,B3gat3,0.3,0.0991,0.413,0.384049948
ENSMUSG00000031803,B3gnt3,-0.1,0.0186,0.529,0.276544328
ENSMUSG00000074004,B3gnt6,-0.3,0.119,0.386,0.413412695
ENSMUSG00000079445,B3gnt7,0,0,0.594,0.226213555
ENSMUSG00000028413,B4galt1,-5.5,2.2,0.0865,1.062983893
ENSMUSG00000028541,B4galt2,-0.3,0.0287,0.649,0.187755303
ENSMUSG00000052423,B4galt3,0,0,0.766,0.11577123
ENSMUSG00000022793,B4galt4,-7.5,3.21,0.0405,1.392544977
ENSMUSG00000017929,B4galt5,0,0,0.594,0.226213555
ENSMUSG00000056124,B4galt6,0,0,0.594,0.226213555
ENSMUSG00000039653,Baat,0,0,0.594,0.226213555
ENSMUSG00000052139,Babam2,-0.3,0.185,0.321,0.493494968
ENSMUSG00000032086,Bace1,0,0,0.594,0.226213555
ENSMUSG00000025612,Bach1,-1.7,1.5,0.248,0.605548319
ENSMUSG00000040270,Bach2,1.8,5.07,0.033,1.48148606
ENSMUSG00000024959,Bad,0,0,0.594,0.226213555
ENSMUSG00000028416,Bag1,1.1,0.114,0.527,0.278189385
ENSMUSG00000038859,Baiap2l1,8.4,20.7,0.000509,3.293282218
ENSMUSG00000057789,Bak1,0,0,0.594,0.226213555
ENSMUSG00000037307,Banf2,0,0,0.72,0.142667504
ENSMUSG00000025316,Banp,-0.5,0.158,0.346,0.460923901
ENSMUSG00000026196,Bard1,0,0,0.594,0.226213555
ENSMUSG00000026805,Barhl1,1.1,1.23,0.31,0.508638306
ENSMUSG00000034384,Barhl2,0,0,0.72,0.142667504
ENSMUSG00000021381,Barx1,-0.1,0.00515,0.706,0.151195299
ENSMUSG00000045763,Basp1,-2.1,1.02,0.355,0.449771647
ENSMUSG00000034266,Batf,0,0,0.72,0.142667504
ENSMUSG00000039699,Batf2,3.7,3.92,0.0638,1.195179321
ENSMUSG00000003873,Bax,0.5,0.00887,0.56,0.251811973
ENSMUSG00000002748,Baz1b,-0.1,0.0125,0.548,0.261219442
ENSMUSG00000040054,Baz2a,1.8,1.18,0.321,0.493494968
ENSMUSG00000026987,Baz2b,0,0,0.72,0.142667504
ENSMUSG00000002083,Bbc3,-0.3,0.0628,0.454,0.342944147
ENSMUSG00000057265,Bbof1,-0.3,0.0559,0.463,0.334419009
ENSMUSG00000041660,Bbox1,0,0,0.766,0.11577123
ENSMUSG00000025235,Bbs4,0,0,0.594,0.226213555
ENSMUSG00000022641,Bbx,2.6,3.3,0.0875,1.057991947
ENSMUSG00000037593,BC030499,-7.7,0.0781,0.566,0.247183569
ENSMUSG00000036948,BC037034,-0.3,0.187,0.319,0.496209317
ENSMUSG00000040282,BC052040,-1.7,3.75,0.0445,1.351639989
ENSMUSG00000031955,Bcar1,0,0,0.594,0.226213555
ENSMUSG00000013523,Bcas1,-0.2,0.109,0.403,0.394694954
ENSMUSG00000059439,Bcas3,0,0,0.594,0.226213555
ENSMUSG00000030268,Bcat1,0,0,0.594,0.226213555
ENSMUSG00000030826,Bcat2,-6.4,3.04,0.0449,1.347753659
ENSMUSG00000030983,Bccip,0,0,0.594,0.226213555
ENSMUSG00000027792,Bche,0.8,0.575,0.325,0.488116639
ENSMUSG00000030802,Bckdk,1.4,0.634,0.312,0.505845406
ENSMUSG00000028191,Bcl10,0,0,0.594,0.226213555
ENSMUSG00000000861,Bcl11a,0,0,0.594,0.226213555
ENSMUSG00000057329,Bcl2,-0.4,0.0696,0.446,0.350665141
ENSMUSG00000089929,Bcl2a1b,0.5,0.0915,0.419,0.377785977
ENSMUSG00000007659,Bcl2l1,0,0,0.594,0.226213555
ENSMUSG00000032191,Bcl2l10,0,0,0.594,0.226213555
ENSMUSG00000027381,Bcl2l11,3,5.49,0.0282,1.549750892
ENSMUSG00000003190,Bcl2l12,0.7,0.0413,0.485,0.314258261
ENSMUSG00000009112,Bcl2l13,1.2,0.22,0.299,0.524328812
ENSMUSG00000030200,Bcl2l14,-1.1,1.75,0.0843,1.074172425
ENSMUSG00000089682,Bcl2l2,0,0,0.594,0.226213555
ENSMUSG00000053175,Bcl3,0,0,0.594,0.226213555
ENSMUSG00000022508,Bcl6,0,0,0.594,0.226213555
ENSMUSG00000000317,Bcl6b,-6.6,1.98,0.16,0.795880017
ENSMUSG00000029438,Bcl7a,0,0,0.594,0.226213555
ENSMUSG00000029681,Bcl7b,0.9,0.311,0.26,0.585026652
ENSMUSG00000038256,Bcl9,0,0,0.594,0.226213555
ENSMUSG00000063382,Bcl9l,-3.5,1.97,0.161,0.793174124
ENSMUSG00000037608,Bclaf1,-0.1,0.00503,0.573,0.241845378
ENSMUSG00000040363,Bcor,0,0,0.72,0.142667504
ENSMUSG00000036959,Bcorl1,0,0,0.72,0.142667504
ENSMUSG00000009681,Bcr,-6.9,0.312,0.402,0.395773947
ENSMUSG00000046598,Bdh1,-0.5,0.0652,0.585,0.232844134
ENSMUSG00000021070,Bdkrb2,-3.1,1.5,0.174,0.759450752
ENSMUSG00000048482,Bdnf,0,0,0.594,0.226213555
ENSMUSG00000049658,Bdp1,-0.4,0.214,0.527,0.278189385
ENSMUSG00000040867,Begain,0,0,0.766,0.11577123
ENSMUSG00000042750,Bex2,0.9,0.532,0.2,0.698970004
ENSMUSG00000074483,Bglap,0.1,0.00282,0.743,0.129011186
ENSMUSG00000074486,Bglap2,0.7,0.0944,0.546,0.262807357
ENSMUSG00000074489,Bglap3,1.6,0.956,0.263,0.580044252
ENSMUSG00000044243,Bhlha9,0.9,0.924,0.372,0.42945706
ENSMUSG00000025128,Bhlhe22,0.5,0.534,0.449,0.347753659
ENSMUSG00000045493,Bhlhe23,5.3,2.39,0.124,0.906578315
ENSMUSG00000074768,Bhmt,0.2,0.0124,0.702,0.153662888
ENSMUSG00000042118,Bhmt2,-7.1,0.227,0.443,0.353596274
ENSMUSG00000014329,Bicc1,0,0,0.72,0.142667504
ENSMUSG00000003452,Bicd1,-1.2,2.3,0.13,0.886056648
ENSMUSG00000070808,Bicra,-0.2,0.0351,0.496,0.304518324
ENSMUSG00000004446,Bid,0.6,0.283,0.27,0.568636236
ENSMUSG00000016758,Bik,-0.3,0.28,0.271,0.567030709
ENSMUSG00000022089,Bin3,0,0,0.594,0.226213555
ENSMUSG00000032000,Birc3,-5.6,22.3,0.00901,2.045275209
ENSMUSG00000017716,Birc5,0,0,0.594,0.226213555
ENSMUSG00000024073,Birc6,0,0,0.594,0.226213555
ENSMUSG00000041684,Bivm,0,0,0.594,0.226213555
ENSMUSG00000014453,Blk,-0.1,0.00128,0.761,0.118615343
ENSMUSG00000030528,Blm,0.8,0.258,0.28,0.552841969
ENSMUSG00000061132,Blnk,0,0,0.594,0.226213555
ENSMUSG00000057506,Bloc1s2,0.1,0.00543,0.572,0.242603971
ENSMUSG00000057667,Bloc1s3,-7.3,20.4,0.0107,1.970616222
ENSMUSG00000001999,Blvra,1.8,1.29,0.205,0.688246139
ENSMUSG00000040466,Blvrb,-0.4,0.127,0.515,0.288192771
ENSMUSG00000040093,Bmf,0.1,0.000102,0.593,0.226945307
ENSMUSG00000027358,Bmp2,-0.4,0.357,0.244,0.612610174
ENSMUSG00000034663,Bmp2k,-7.9,0.0603,0.593,0.226945307
ENSMUSG00000021835,Bmp4,0.3,0.0209,0.526,0.279014256
ENSMUSG00000008999,Bmp7,0.5,0.282,0.27,0.568636236
ENSMUSG00000021796,Bmpr1a,0,0,0.766,0.11577123
ENSMUSG00000052430,Bmpr1b,-0.7,0.12,0.522,0.282329497
ENSMUSG00000031377,Bmx,1.6,0.424,0.362,0.441291429
ENSMUSG00000025105,Bnc1,-0.4,0.482,0.459,0.338187314
ENSMUSG00000028487,Bnc2,1.6,2.2,0.138,0.860120914
ENSMUSG00000011958,Bnip2,0,0,0.594,0.226213555
ENSMUSG00000078566,Bnip3,0,0,0.594,0.226213555
ENSMUSG00000022051,Bnip3l,-0.4,0.324,0.255,0.59345982
ENSMUSG00000044502,Bod1,-9.1,20,0.0107,1.970616222
ENSMUSG00000061755,Bod1l,-0.6,0.716,0.412,0.385102784
ENSMUSG00000026278,Bok,0,0,0.594,0.226213555
ENSMUSG00000025977,Boll,-0.1,0.0134,0.687,0.163043263
ENSMUSG00000022557,Bop1,0,0,0.72,0.142667504
ENSMUSG00000002345,Borcs8,-1.3,0.832,0.389,0.410050399
ENSMUSG00000038871,Bpgm,0,0,0.594,0.226213555
ENSMUSG00000038286,Bphl,-6.9,0.446,0.356,0.448550002
ENSMUSG00000052922,Bpi,5.4,6.77,0.00672,2.172630727
ENSMUSG00000026617,Bpnt1,0,0,0.594,0.226213555
ENSMUSG00000040481,Bptf,0.5,0.165,0.546,0.262807357
ENSMUSG00000002413,Braf,-7.2,1.04,0.247,0.607303047
ENSMUSG00000000148,Brat1,0,0,0.594,0.226213555
ENSMUSG00000017146,Brca1,0,0,0.594,0.226213555
ENSMUSG00000031201,Brcc3,0,0,0.594,0.226213555
ENSMUSG00000022387,Brd1,0,0,0.594,0.226213555
ENSMUSG00000024335,Brd2,1.9,0.722,0.297,0.527243551
ENSMUSG00000026918,Brd3,-5.3,1.56,0.166,0.779891912
ENSMUSG00000031660,Brd7,1.9,1.5,0.248,0.605548319
ENSMUSG00000057649,Brd9,-9.2,11.3,0.00721,2.142064735
ENSMUSG00000029279,Brdt,-0.1,0.00128,0.761,0.118615343
ENSMUSG00000011158,Brf1,-6.4,4.51,0.0445,1.351639989
ENSMUSG00000031487,Brf2,0,0,0.72,0.142667504
ENSMUSG00000034329,Brip1,-0.3,0.127,0.376,0.424812155
ENSMUSG00000080268,Brms1,0,0,0.594,0.226213555
ENSMUSG00000012076,Brms1l,-0.1,0.00975,0.695,0.158015195
ENSMUSG00000035390,Brsk1,-6.7,0.498,0.343,0.46470588
ENSMUSG00000053046,Brsk2,3,1.67,0.153,0.815308569
ENSMUSG00000022914,Brwd1,1.6,1.84,0.178,0.749579998
ENSMUSG00000023175,Bsg,0,0,0.594,0.226213555
ENSMUSG00000029082,Bst1,-0.4,0.127,0.515,0.288192771
ENSMUSG00000054360,Bsx,0,0,0.72,0.142667504
ENSMUSG00000020042,Btbd11,2.2,6.25,0.0233,1.632644079
ENSMUSG00000021900,Btd,0,0,0.72,0.142667504
ENSMUSG00000028568,Btf3l4,0,0,0.72,0.142667504
ENSMUSG00000036478,Btg1,0.7,0.21,0.304,0.517126416
ENSMUSG00000020423,Btg2,-0.2,0.0464,0.477,0.321481621
ENSMUSG00000022863,Btg3,0,0,0.594,0.226213555
ENSMUSG00000032056,Btg4,0,0,0.594,0.226213555
ENSMUSG00000031264,Btk,-4.2,1.67,0.153,0.815308569
ENSMUSG00000027379,Bub1,0,0,0.766,0.11577123
ENSMUSG00000066979,Bub3,-0.3,0.0213,0.525,0.279840697
ENSMUSG00000071317,Bves,0,0,0.594,0.226213555
ENSMUSG00000023988,Bysl,0.4,0.105,0.579,0.237321436
ENSMUSG00000020547,Bzw2,-6.1,2.8,0.105,0.978810701
ENSMUSG00000036887,C1qa,0,0,0.766,0.11577123
ENSMUSG00000036905,C1qb,0,0,0.766,0.11577123
ENSMUSG00000036896,C1qc,-5,1.79,0.138,0.860120914
ENSMUSG00000045532,C1ql1,-0.4,0.245,0.286,0.543633967
ENSMUSG00000071347,C1qtnf9,-1.2,1.83,0.0811,1.090979146
ENSMUSG00000055172,C1ra,0,0,0.766,0.11577123
ENSMUSG00000098470,C1rb,-0.1,0.00502,0.731,0.136082623
ENSMUSG00000091956,C2cd4b,0,0,0.594,0.226213555
ENSMUSG00000024164,C3,0,0,0.766,0.11577123
ENSMUSG00000073418,C4b,-4.9,1.3,0.203,0.692503962
ENSMUSG00000079105,C7,0.8,0.124,0.38,0.420216403
ENSMUSG00000015083,C8g,3.8,5.42,0.0134,1.872895202
ENSMUSG00000040957,Cables1,2.8,1.93,0.0775,1.110698297
ENSMUSG00000038990,Cables2,-0.4,0.169,0.334,0.476253533
ENSMUSG00000034656,Cacna1a,1.7,0.763,0.29,0.537602002
ENSMUSG00000004113,Cacna1b,0.8,0.11,0.53,0.27572413
ENSMUSG00000051331,Cacna1c,-0.3,0.12,0.522,0.282329497
ENSMUSG00000015968,Cacna1d,0.5,0.177,0.475,0.32330639
ENSMUSG00000031142,Cacna1f,0,0,0.594,0.226213555
ENSMUSG00000020866,Cacna1g,1,0.22,0.299,0.524328812
ENSMUSG00000024112,Cacna1h,0,0,0.594,0.226213555
ENSMUSG00000022416,Cacna1i,0,0,0.766,0.11577123
ENSMUSG00000026407,Cacna1s,0,0,0.766,0.11577123
ENSMUSG00000040118,Cacna2d1,0,0,0.766,0.11577123
ENSMUSG00000010066,Cacna2d2,0,0,0.766,0.11577123
ENSMUSG00000021991,Cacna2d3,0.7,0.0865,0.424,0.372634143
ENSMUSG00000020882,Cacnb1,-1.5,0.611,0.317,0.498940738
ENSMUSG00000057914,Cacnb2,3,1.07,0.242,0.616184634
ENSMUSG00000003352,Cacnb3,0.9,0.347,0.387,0.412289035
ENSMUSG00000017412,Cacnb4,0.3,0.0191,0.673,0.171984936
ENSMUSG00000020722,Cacng1,-1.1,0.293,0.41,0.387216143
ENSMUSG00000034889,Cactin,0,0,0.72,0.142667504
ENSMUSG00000033417,Cacul1,-0.2,0.0421,0.483,0.316052869
ENSMUSG00000014226,Cacybp,1.4,0.816,0.158,0.801342913
ENSMUSG00000032076,Cadm1,-0.2,0.0456,0.478,0.320572103
ENSMUSG00000054793,Cadm4,0.4,0.138,0.365,0.437707136
ENSMUSG00000023964,Calcr,0,0,0.594,0.226213555
ENSMUSG00000003814,Calr,0.4,0.013,0.701,0.154281982
ENSMUSG00000025468,Caly,-0.2,0.0283,0.65,0.187086643
ENSMUSG00000030272,Camk1,-0.4,0.0674,0.58,0.236572006
ENSMUSG00000039145,Camk1d,3,1.45,0.181,0.742321425
ENSMUSG00000016179,Camk1g,0.7,0.146,0.499,0.301899454
ENSMUSG00000024617,Camk2a,-5.3,0.259,0.427,0.369572125
ENSMUSG00000057897,Camk2b,0,0,0.766,0.11577123
ENSMUSG00000053819,Camk2d,-1.4,0.889,0.271,0.567030709
ENSMUSG00000021820,Camk2g,0.8,0.156,0.491,0.308918508
ENSMUSG00000046447,Camk2n1,0,0,0.766,0.11577123
ENSMUSG00000051146,Camk2n2,0.4,0.12,0.385,0.41453927
ENSMUSG00000038128,Camk4,-7.8,1.49,0.176,0.754487332
ENSMUSG00000020785,Camkk1,-7.3,2.19,0.0875,1.057991947
ENSMUSG00000029471,Camkk2,-5.7,0.658,0.308,0.511449283
ENSMUSG00000032936,Camkv,-0.4,0.0602,0.593,0.226945307
ENSMUSG00000021501,Caml,4.6,4.05,0.0257,1.590066877
ENSMUSG00000038357,Camp,0.3,0.0298,0.647,0.189095719
ENSMUSG00000040712,Camta2,-5.2,0.502,0.455,0.341988603
ENSMUSG00000025575,Cant1,-0.5,0.187,0.468,0.329754147
ENSMUSG00000020368,Canx,0,0,0.766,0.11577123
ENSMUSG00000024942,Capn1,4.9,2.62,0.0591,1.228412519
ENSMUSG00000026270,Capn10,0,0,0.594,0.226213555
ENSMUSG00000001794,Capns1,0,0,0.766,0.11577123
ENSMUSG00000078144,Capns2,0,0,0.594,0.226213555
ENSMUSG00000027556,Car1,0,0,0.766,0.11577123
ENSMUSG00000056158,Car10,0,0,0.766,0.11577123
ENSMUSG00000003273,Car11,-0.6,0.164,0.483,0.316052869
ENSMUSG00000032373,Car12,-0.4,0.0754,0.57,0.244125144
ENSMUSG00000027555,Car13,0,0,0.766,0.11577123
ENSMUSG00000038526,Car14,0.9,0.41,0.229,0.640164518
ENSMUSG00000027562,Car2,-7.5,1.64,0.156,0.806875402
ENSMUSG00000027559,Car3,-0.3,0.0653,0.585,0.232844134
ENSMUSG00000000805,Car4,-4.6,2.32,0.0776,1.110138279
ENSMUSG00000025317,Car5a,-0.1,0.00811,0.717,0.144480844
ENSMUSG00000031373,Car5b,1.4,0.154,0.492,0.308034897
ENSMUSG00000028972,Car6,1.7,1.71,0.148,0.829738285
ENSMUSG00000031883,Car7,0.4,0.0468,0.613,0.212539525
ENSMUSG00000041261,Car8,0,0,0.766,0.11577123
ENSMUSG00000028463,Car9,-0.4,0.0495,0.609,0.215382707
ENSMUSG00000033170,Card10,-0.4,0.292,0.267,0.573488739
ENSMUSG00000036526,Card11,0,0,0.594,0.226213555
ENSMUSG00000013483,Card14,-2.9,6.96,0.0218,1.661543506
ENSMUSG00000041849,Card6,0,0,0.594,0.226213555
ENSMUSG00000026928,Card9,0,0,0.594,0.226213555
ENSMUSG00000008393,Carhsp1,-0.2,0.0572,0.618,0.209011525
ENSMUSG00000032185,Carm1,0,0,0.594,0.226213555
ENSMUSG00000021338,Carmil1,-0.1,0.0133,0.542,0.266000713
ENSMUSG00000050357,Carmil2,-12.5,3.35,0.0518,1.28567024
ENSMUSG00000056228,Cars2,-0.5,0.11,0.398,0.400116928
ENSMUSG00000021647,Cartpt,0,0,0.766,0.11577123
ENSMUSG00000031012,Cask,0,0,0.766,0.11577123
ENSMUSG00000033597,Caskin1,-1.1,1.22,0.312,0.505845406
ENSMUSG00000025888,Casp1,1.1,0.253,0.283,0.548213564
ENSMUSG00000031628,Casp3,1.7,1.1,0.127,0.896196279
ENSMUSG00000033538,Casp4,0.3,0.036,0.492,0.308034897
ENSMUSG00000025076,Casp7,2.1,1.1,0.236,0.627087997
ENSMUSG00000028282,Casp8ap2,-0.4,0.0778,0.599,0.222573178
ENSMUSG00000051980,Casr,2.9,0.502,0.343,0.46470588
ENSMUSG00000021585,Cast,7.4,13.5,0.00174,2.759450752
ENSMUSG00000028977,Casz1,0,0,0.72,0.142667504
ENSMUSG00000027187,Cat,-0.6,0.213,0.453,0.343901798
ENSMUSG00000007655,Cav1,0,0,0.594,0.226213555
ENSMUSG00000037060,Cavin3,-7.7,1.66,0.154,0.812479279
ENSMUSG00000028348,Cavin4,-0.5,0.178,0.475,0.32330639
ENSMUSG00000038533,Cbfa2t2,-4.9,2.63,0.112,0.950781977
ENSMUSG00000006362,Cbfa2t3,0,0,0.594,0.226213555
ENSMUSG00000031885,Cbfb,0,0,0.594,0.226213555
ENSMUSG00000034342,Cbl,0,0,0.594,0.226213555
ENSMUSG00000051483,Cbr1,0,0,0.766,0.11577123
ENSMUSG00000039989,Cbx4,0.3,0.034,0.498,0.302770657
ENSMUSG00000036686,Cc2d1a,-2,0.741,0.407,0.390405591
ENSMUSG00000020074,Ccar1,2.3,1.54,0.0938,1.027797162
ENSMUSG00000033712,Ccar2,0,0,0.594,0.226213555
ENSMUSG00000020930,Ccdc103,-0.4,0.148,0.356,0.448550002
